id	sent0	label
6593	Freezernte  ullil trap avunnu climax raksha pedunnu atra thanne film	unknown_state
5058	 Ennthayalum Raja oru van vijayamakatteya. Ikkayudey athiya 150 kodi chitharam	Positive
1553	 Super acter nammude lalettan Super hero nammude lalettan	Positive
5631	In 2 days 5 million views Adi makkale like Mammmootty Prayam koodunthorum Cheruppamagunna Logathile ore oru humannn	Positive
737	 Laletttaaaa heavy padam industrial hit definite	Positive
771	 I'm waiting for the kunjali marikkar	not-malayalam 
2974	 Aa thumb nail ile look nokkiyatte. Oru adaar mass block ulla rangam aanen urappayi	Positive
2048	 Unda kaanan paisa illatha Njan engane ini Ithu kaanum oru pavam mammootty fan	unknown_state 
629	 E movie full kittaan valla vaziyum ndo...	unknown_state 
1121	 Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.	Positive
3723	 Etinum valiya surprise enni njngallu kittan ella	Positive
197	 Deleep atta padam orappu maga hit	Positive
4373	 Ei padamonnu erangikkottay athenu mumbay ningalu thallallay	Negative 
3937	 Annan fans plz support us	unknown_state 
2861	 Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best	Positive
5355	 Title kandapol ninja game oarma vannu	unknown_state 
2836	 Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....	Positive
5526	Evideo oru Hollywood story varunnilleee. Oru DBT.	Positive
1914	 Ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....	Negative 
4483	 Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting	Positive
1973	 Ikkayude kali mollywood kaanaan pokunnathe ullu. Maamangam	Positive
5244	 ikka masalla marana massa ikka fansullavar likadicholu	Positive
1563	 Sidhik sir. Great performance. Kalakki.	Mixed_feelings 
5759	Minister raja il prathviraj nn include cheyu plzzzz	unknown_state
3869	 android kunjapan review on movie slot media	not-malayalam 
4478	 Prithviraj Sukumaran	Positive
1086	 Nammude kuttikale karotteku pagaram kalari padipkunnathalle nallathu.athalle nammude parambaryam..	unknown_state 
538	 Dileepettante kudumba cinema kaathirikkunnavar please like	unknown_state 
5981	Oru kidillan thriller movie ennu urappichu...  katta waiting Kalkki	Positive
4015	 Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....	Positive
4596	 hooo koritharipp romaanjam ulpullakam entammo adaar trailer	Positive
2682	 Njan padicha school. Alla lalettan padicha school	unknown_state 
353	 Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode	Positive
6651	Kidu adar item !! From a kaataa laleetan fan	Positive
2532	 Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa	Positive
1682	 Pazhassi raja pole oru mega hit aavatte	Positive
6004	Eethe tendikalada....  Dislike adikyan varunne.	Negative
39	 Ahaa hahaha ha.... Nte ponnikkka mutheeee	Positive
5951	Ikkayum pillarum strong aaa double strong alla triple strong ikka fans adi like nammude fans power kanichu kodukkanam	unknown_state
5802	Naal bangalikal randu sidl ninn Mann vAaari kadaliltta teeranthe ullu ninte jappan	unknown_state
61	 am a lalettan fan... but lalettane arum pokendaa... director prithviannuu	unknown_state 
4734	 Ithilum valiya verupikal padam swapnagalil mathram	Negative 
5882	Just 30 min...... 250 k viewers ...... mammookkaa rocking .......	not-malayalam
419	 Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS	not-malayalam 
4450	 Full PIRATES OF CARIBIEN Visuals aanallo	Mixed_feelings 
2639	 17k views - 123k likes is this hacking 🧐	unknown_state 
4063	 Naanundu I am a katta laalettan fan	unknown_state 
4288	 Raja tittle ulla mamootty cinemakalellam super aanu 100%	Positive
3699	 Great film from mega star Mammookka	not-malayalam 
2226	 poster response in social media	not-malayalam 
1126	 Idhanu njanga paranja nadan ivananu NADAN  #mammootty	unknown_state 
2036	 Support our FB Mobile photography page	not-malayalam 
106	 E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..	Positive
1071	 Best actor film ഒരു കഥ പോലെ	unknown_state 
2909	 Madhura raja Pokkiri raja  Rajadi raja Raja Manikyam Rakshasa Rajav	unknown_state 
2544	 Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....	Positive
2121	 Muruka nee theernada'  ini odiyan jaalam	Positive
4061	 Ettan da 6million views L.... M..wood mohanlal	Positive
4894	 Entammo..... Kidu item. Oru rakshem illa.	Positive
3131	 173k views 173 k like... Pwoli	unknown_state 
1164	 Ine lucifar  loosaavum  illenkil raaja loosakkum ntammo kidu mammookka	Positive
5907	nothing but masss...making okke kidu..kadha koodi kiduvaayaal charithramaakum..	Positive
5190	 adipoli ayitu undu....... nalla making ennu thonunu kanditu...... good luck to the team.	Positive
1644	 Inganethe massinde koode aa mukhavum kanichal kidukkum	Positive
369	 Prithiraje than ee pani nirthiko enthon kopile padamado	Negative 
4211	 AKSHAY P R  bhavi #nadan nammada #chunck 0:21	unknown_state 
2936	 Arjun reddy bgm poole thonniyathu enniku mathram aano?	unknown_state 
6366	Poka pattiya trailer padavum inganayal nallath	unknown_state
6423	Aarenkilum ithinte akathu prithvi undo ennu nokaaan vanno ??	unknown_state
3152	 WAITING FOR RAJU ETTAN AND LALETTAN CONBO	not-malayalam 
4839	 Trillernu vandi wait cheydhadh njan maathramaanno	unknown_state 
4657	 njan nookumbol 17k views and 113k likes  Ikkade pillerude power like adikk. . . . (edited because of the increasing of likes)	unknown_state 
4557	 Ettan fan aanu  Mamankathinayi katta waiting	Positive
2457	 Parayan thudangiya pande 30 varshathe karyam parayandi varum	unknown_state 
4919	 Sunny chechi fans evide like adichu power kaniku🤣🤣	unknown_state 
1438	 Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam	Positive
412	 Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..	unknown_state 
2565	 Mamankam Trailer Kandathinu shesham Lucifer Trailer kanan vannavar undo ?	unknown_state 
5169	 Superb oru rakshyilla.... polli trailer	Positive
1267	 Vannu vannu avan vannuIkka love yuu	Positive
3020	 100 cr aanannu Antony parayaan paranju	unknown_state 
2390	 trailar um padavum vere annello ethe ennaaa	Positive
2541	 Mammoty and unnimukunthan yemma freak alle	unknown_state 
646	 Terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting	Positive
3619	 Film kandu.....Nalla movie aan dharyam ayi book cheythoolu🤗	Positive
4910	 Onnnum parayanilla... Ee onam ettan ingeduthu makkale...	Positive
3271	 Adipoli bgm and fight scenes super	Positive
5917	Guys unlike cheyyunavar Mr.Pandit fans aanue..deshyam pidichit karyamilla..	Negative
5921	T series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju	unknown_state
3518	 Ayyyooo ika ithil gust roll aanooo	unknown_state 
556	 E trailornu unlike adicha ella oolakalkum	Negative 
1724	 Trailor angott kluch pidikunilla ellavarum support cheyyu	unknown_state 
3823	 onnil kooduthal thavana trailer kandavar pls like here	Positive
284	 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan	Positive
3006	 0:30 Theatre ilaki mariyan povunna scene 🤗🤗	Positive
673	 Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth	Positive
4441	 Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu	Positive
3305	 Mammoka varunathu mathram kollam bakki short film polundu	Mixed_feelings 
175	 Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli	Positive
6715	20 minutes 70k likes  151k viewer.... Just Mohanlal Thingss	not-malayalam
874	 Mol marikkunnu enn traileril ninn manasilakum	unknown_state 
3924	 Nammude Dileep chettane  kodukilla like	unknown_state 
2713	 Ith ini Telugu padathinte dubbing anoyennu thonniyath enik mathramano?	unknown_state 
5877	#1 on trending 1million views ikka  nov 21  #mammukka #prachitehlan #unnimukundan  #anusithara #achuthan #Siddique #sudev	not-malayalam
4783	 0:40 indian flag ulta hai	not-malayalam 
4408	 Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!	Mixed_feelings 
2941	 @ 0:26 - Kamal Hassan. 🧐🧐🧐	unknown_state 
5095	 lalettante alle padam supper trailer polychu cinema athkum male	Positive
809	 vijay sethupathi rajinikanthinte villanayapole  tovino thomas lallettante villanavumo	unknown_state 
1045	 Ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam	unknown_state 
2852	 Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass	Negative 
2877	 Trending 1 - Lucifer Trending 2- Narendra Modi  Ar jayikum??	unknown_state 
440	 Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu	unknown_state 
4254	 entha ....pariya      ikka polochu	Positive
844	 Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on	Positive
3273	 lalettan sound ......................:) :) koothara style tone..	Negative 
1712	 Verupikkal manju ullathu ozhichal baki ellam super	Mixed_feelings 
2354	 powlichu eth vere level movie ayirikum	Positive
4027	 minister raja (raja part 3 ) enn moviek katta waiting aakunnavar like adiku	unknown_state 
3646	 Mammookka  love you ikkayanu loka ithihasa nayakan kolakomban...	Positive
1616	 Veruthe oru like enikkum thanne    Hbd ikka	unknown_state 
1786	 Views ethrayaayenn 5	unknown_state 
116	 L U C I F E R	unknown_state 
1201	 Padma innaanu kande	Negative 
1157	 Ithe kandirikkum enn ullvar like itte pokko 🤨	Positive
6452	Vyshaketta... Oru prayam aya manushyane vacha ningal Troy model idi cheyikunne... Ningalode angeru chodikum... Just kidding.. Item mass	Positive
2960	 1:20  Its not kannadan its kannadiga	not-malayalam 
571	 Jayasurya MASS Look! And super trailer	Positive
2307	 Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny	Positive
2095	 Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp	Positive
6171	Pirates of carriebian scenes illennu oru doubt 🤔🤔	unknown_state
1845	 1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?	unknown_state 
2126	 Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade	Negative 
2922	 Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu	Positive
5402	Mass mohanlal...i'm from Tamil nadu madurai	not-malayalam
4376	 Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	Negative 
6729	Lalettan paranjal kanathe pattume   Lalettan ishtam	unknown_state
4564	 Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....	Positive
2409	 enthu oola trailer aanu ithu. poor dialogue delivery	Negative 
2799	 Comadey aguuum  realse aytuu paryaaam	Mixed_feelings 
6088	Raja soladha seyva seyyunath mattum thaan solva	not-malayalam
1318	 Mamakam Hit Aavum ennulever adi makkale like	unknown_state 
4671	 Views 17k.. likes 100k .. itenda ingne?	unknown_state 
177	 japan ne kali aakan maathram nammal aayitilla suraj ettaa :/	unknown_state 
300	 Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...	Positive
1516	 Happy birthday to you mammookka	not-malayalam 
1356	 dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2	Negative 
4841	 Padam kandathinte shesham trailer kannunna ethra perude onne    like adiche	unknown_state 
6365	Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu. Hbd Mammukka	unknown_state
5559	തീപ്പൊരി waiting ah  raja  mammookka	Positive
1681	 DIDNT ONG - BAK GET MADE ALREADY >  :-/	not-malayalam 
2788	 Ith baghamathy moviede kadhapolund ..  Anushka unnimukundan movie	Mixed_feelings 
37	 Mammoka fans and laletan fans Katta waiting	unknown_state 
5864	Onnum parayanilla... 🤗🤗🤗  Lalettane kanicha ella bhagathum adhehathinte mikavu karanam ente mughathinnu  chiri marittillayirunnu.. Great great great	unknown_state
522	 Super ikka  hbd our der mammukka	not-malayalam 
1156	 Urumi   scene repeat  mode    on	not-malayalam 
2213	 Ellaaa ikka fansum support cheyuthaaal trailer no:1 akkaaam	unknown_state 
2866	 Oru 18	unknown_state 
5326	 luciferinte ariyepadathe 26 varsham kgf mayittu cherthu our pan india padam edukannavar hit like	unknown_state 
3426	 Lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam	unknown_state 
4356	 Waiting... waiting... waiting... waiting.... waiting.... waiting... waiting... waiting...	not-malayalam 
6600	30 minutes more        waiting Ikka's maduraRaja	Positive
210	 16 k views  55 k likes	unknown_state 
6465	Kidu trailer... padam super aarikum ennadhil oru samshayom illa..all the best team HELEN	Positive
89	 Oru  mikacha thriling movie aavum	Positive
6627	Ee padathine nammal vijaya gara maakkanam....	Positive
6221	Pulli oru kollam etra films cheyyum🤔	unknown_state
6316	Pls watch Mammokka	unknown_state
1792	 TT full time Cigaretteilanallo padathil.Cigarettinodenthenkilum virodhamundo	unknown_state 
233	 oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach	Positive
790	 Mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting	Positive
1817	 Havy Trailer enikkoru 10 like  Tharp	Positive
4350	 Marana  mass  ikkkaaa	Positive
796	 Dislike adicha....... Kal poyi 1080 p itte kaanada naayikkale	Negative 
85	 3 millon views 208 k likes	not-malayalam 
2346	 E pasdam kanaan katta waiting cheyyunnavar	Positive
3722	 Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting	Positive
2982	 Enta ponnooo..... Adaar item.... Ith pwolikkum..	Positive
965	 Erangana mumb 285 dislike ejjayi mayrol	Negative 
5239	 Sire unda vannille...? SI Mani : Undem illa oru andiyum illa. In theater 🤣🤣🤣	unknown_state 
4137	 Itthu Pokkiri Rajaude athava Pulimurguan ennte 2 aam baagamo.	Mixed_feelings 
6233	Mamookka super mega star only one mega star mamookka	not-malayalam
3838	 Adipoli Trailer.......   parayaan Vaaakkilaa  Lalettan fans like here	Positive
2619	 Aduta 200 Cr club movie for lalattan	Positive
4935	 Mamangathinte charithram ariyendavark e linkil keri nokkam.	unknown_state 
2677	 Introduction scenil ulla aale manassilayavar undo	unknown_state 
2698	 Madhura Raja 100cr Tribute Video    Like.. subscribe	not-malayalam 
1508	 .35 oru pulimurukan touch vannu .enthayaalum sambavam kidkeetund	Positive
2775	 Innale 9.30n kandu 154k aayrunnu views  Now....	unknown_state 
5299	 4 million +  Adichu polikada makkale	Positive
679	 International schoolil padikkunnavar dha ivide unnu amarthikke	unknown_state 
3967	 Youthanmarude youthan njanmmala ikka#FDFS# katta w8ing	Positive
1993	 EMPURAANum ithum koodi orumichu release cheyyanam.... Pwoliyarikkum.	Positive
4885	 Love u ikka u are legend  proud to be a ikka fan  Kiddalan trailer 🤩🤩	not-malayalam 
1773	 Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...	Positive
1783	 Any  jayasurya Anna fan like here from Tamilnadu	not-malayalam 
884	 last vanna chullan chekkante peronnu paranju tharuvo....	unknown_state 
6130	Fdfs kerunnavr adikk stephen nedumballikk like ..... ettan kolakolli mass.... with class	Positive
1665	 Padam iragan eni thivasagal mathram katta waiting	Positive
3616	 Guest role aanu ..athinu eni valiya thallu venda....	Negative 
2247	 Aju Varghese in negative role	unknown_state 
2412	 Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	Positive
4117	 Neerali lifetime views...  800K V 29K likes 1.9 K cmnts	unknown_state 
5073	 Raja is back	not-malayalam 
4711	 50. KHURESHI. Abraham khureshi ano udheshiche ettan uyir	unknown_state 
421	 Ikka muthanu ...prayam koodunthorum kooduthal monjan......	Positive
2156	 Katta lallettan fana..ennalum trailer Kollam variety ayitund.nice bgm....	Positive
2408	 Njagade lalettanum manju  chechiyum kolamass jodi annu.	Positive
1430	 Kaaneda പിള്ളേരെ..  100K Views & 34K Likes in 5 Minutes  60K likes in 15 Minutes	unknown_state 
4212	 1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!	Positive
3818	 Padam kand kazhinjathin shesham vannavar like adikk	unknown_state 
4021	 Vishnu avatharam Narasimham vannu .. Ini veranullathu avanaaa Kalkiii	unknown_state 
4622	 Unlike cheyyunavarde annakkil adich kodukana item	Mixed_feelings 
654	 PazhKkam koodubol veeryam koodunna veenanu ikka	Positive
5607	Ithokka Malayalam cinemayk maathram avakashapedan pattunna cinemakal aan	Positive
5603	Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading	Negative
2551	 Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta	Positive
4245	 mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam	Negative 
3525	 Marana maaas ....I am waiting for odiyan	Positive
1981	 Mammookka polikkum enn urappullavar adi like. Njn like adikkunnuuu	Positive
630	 Oompitharam alle mr. Producer.	Negative 
6417	Deivame ith 2 manikkooril nilkkooo.Aarekooyaanithil.ho myaaarakam.Lalettan kiiiiii.🤠	Positive
6230	Appo raja inte anniyan prithviraj avide?	unknown_state
3506	 Facebook trailer kandu youtube trailer kandavar like here	unknown_state 
4957	 dislike adichavanokkkae onnu poi potty karanjukoodae...	Negative 
4001	 Happy bday Mega Star Mam mookkaaaaa	not-malayalam 
2678	 malayala cinima ellam hollywood level ayo oh my god	Positive
5407	Cinema kandathinu shesham trailer kanunna arelum ondo	unknown_state
51	 Eth oru onnonnara padam aavum enn urappullavar like adi	Positive
414	 Views 25k aayitolu.. but like 77k  youtubine vattayo...	unknown_state 
847	 Kurach subscribers ulla channelil ittooode  100k+ subscribers ulla channel videos mathre trending il varoo	unknown_state 
3440	 Oru ikka fan aaya enne vare eattan fan aakkiya movie	Positive
962	 Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return	Positive
2312	 Ninglu kuttam paranjooo... But music pwoli aanuu gopi annan mass	Positive
222	 njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm	Positive
672	 FDFS locked ഒറ്റ പേര് Megastar Mamookka	Positive
4587	 Ippazhum ith kanunavar ivde like adi	unknown_state 
5537	We are RAVANAN FAMILY ...Kollan Padilla	not-malayalam
2854	 Achaayaan poliyaatto...   kolamaasss Kalki 🥰	Positive
1891	 lalettan kalakki.....polich...... ithine vellan oru madhurarjayude treaserinum pattilla	Positive
1955	 Bgm nalla parijayam undallo...evidunnalem saggathi polichu	Mixed_feelings 
967	 Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	Negative 
3207	 Naalu Bengalikal chernnu valichu kadalil ittal theeravunnathe ullu ninte Japan.	unknown_state 
2377	 Jayettanu eduthal pongayha role aan...next idi	Positive
2013	 Arjun Reddy trailer bgm ayitu samyam undoo🤔🤔🤔🤔🤔	unknown_state 
1233	 By the by  Prithviraj &suraj ??	not-malayalam 
6070	Trailer kidu kidu pakshe movie athippol kandariyaam	Mixed_feelings
5152	 Dislike adichavanmar madhura rajayude karyam onnu orthu vechoo	Negative 
4150	 Dislike adicha pannikale Theater il kanada	Negative 
873	 Innu urangaathe naalayavan veendi wait cheyyunnavar	unknown_state 
5085	 Appazhe.. inni aa KGF tone kude kayattiyal KGF 2 aayi..	unknown_state 
1134	 6k likes kudi kittyal jimikki kammal song 100m aakan pattum.. Laletan fans vijaricha ethan pattana onnanu...	unknown_state 
1625	 കൊല കൊല്ലി Item....Laletta.. Big salute to Raju ettan.. Lucifer	Positive
820	 aarum parayilla pirats of caribian parts allann	unknown_state 
3516	 Mammmukkkkaa pwoly ! Bike stunt isto undegil vaa makkkle nammle chanlot !	Positive
534	 Mamangam oru mamangamaayi thanne kondadum... great	Positive
816	 Ijathi item  kandittey povu 🤘🤘	Positive
776	 172k view 172k likes.....Evil To Evil....	not-malayalam 
5671	Evideyekeyo oru pulimurugan background thonniyavar like adi	unknown_state
6244	All Kerala. Mohanlal fans like meee	not-malayalam
4395	 Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu....  Devil rules  Stephen nedumballi rules  Ettan rulesssss 🤩	Positive
6284	Rajakannmar padanaiykum	unknown_state
1850	 Dislike adikunavanmaruda oru thandakku vili varavu vechakke	Negative 
896	 Ethentha (Telugu movie)vikranadithya Malayam version ano	unknown_state 
2916	 Hang ayo	unknown_state 
324	 Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Positive
1702	 Trending Trending Trending.........  Mamangam goes on viral	not-malayalam 
2750	 Promo kand kili poya le njaan	unknown_state 
3061	 Watch #OreVidhi #Malayalam #Shortfilm  -	unknown_state 
2794	 Ith kelkumbo kilichundan mambazam orma verunnu	Mixed_feelings 
3115	 Peranbinu shesham raja 2 diffrence character mamookaada ഇതാടാ നടൻ ഇതവണമട  നടൻ  mamooka	Positive
3050	 Pakahe prithivraj evide poyi? Pokirirajail undayirunuallo...???	unknown_state 
4093	 Trailer undakiyarithi valare mosham ann. Ith kanumbol enik oru feelum vannilla.	Negative 
2749	 A like like to sorry to god     (y)  -_-	not-malayalam 
3490	 Evide mamookka yude fans undo undankil like adi	unknown_state 
1211	 E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	Positive
777	 trailer cristiano ronaldo version...  Nice edit	not-malayalam 
2710	 Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo	unknown_state 
87	 Which trailer you like more.  1. #Mamangam  2. #Panipat	not-malayalam 
8	 heavy mass	Positive
843	 Tovino chetta pwoli love from Kanniyakumari	Positive
2981	 Njan padam kandu....kidukachi padam .....ellaarum ee padathe Patti negatives mathram parayunnu...I don't know why....any I lived this movie	Positive
3392	 Katta mamooka fans hit like	unknown_state 
5955	rajune kannan vendii veendum trailer kandavar indoo??	unknown_state
5386	 Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩	Positive
1023	 Big B 2aano ettu kanditu atakana vari	unknown_state 
6187	Panangad karu und engil like adikuuu	unknown_state
1522	 0:27 trailer ലെ mass dialog	Positive
2990	 Vannu nammude mwuth John Abraham Palakal	Positive
1074	 Mohanlal fans nu like addekannulla sthallam	unknown_state 
5082	 Like gopi s said bgm 's are heavy	not-malayalam 
6703	THE FACE OF INDIAN CINEMA Mammookkaaa	not-malayalam
1113	 Padam kand hype adich trailer kanan vannavar like adichey nokkattey	unknown_state 
5541	Edak edak vannu views nokunavar evide like adik.  #Lalettan #Prithiviraj	unknown_state
1419	 Ithu pole bgm ulla mass trailer ithu vare iragiyittila .	Positive
6476	ente ponnu lalettaa after narasimham  ithaanu padam!	Positive
4090	 Vamban hope chaidu vannadellam potti polijatte olle	Negative 
5618	Ingalu itra nal aayitt inganatha padamgal irakkanjath enthan bhaii...	Positive
5373	 Njan vicharichath athra migacha  kadha undagillennan. But nalla oru kadha undenn manassilayi	Positive
127	 Ohoo mamooka powlikum ee jati tralier making kiduwee	Positive
2191	 Koora padam urappa kandal aryam.. Hello	Negative 
742	 Komban misha avasan senti Aaaa ha anthas	Mixed_feelings 
3417	 Le abhram khureshi: Ith enne aanu enne thannannu enne mathramanu	unknown_state 
2830	 Mass ennu paranja otta vakkeyollu ath mammookka!!!	Positive
6032	Enthayalum Nov 21 nu thanne kananam	Positive
4830	 Malayala cinemaye Indian film industry il uyarthiya mass thriller 'Lucifer'	Positive
3089	 Ippo time 2:34 am... Kannunavar	unknown_state 
5674	nammal  triple strong alla    athukkum mele  lalettan da  ......................... <3<3<3<3	Positive
1769	 Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!	Negative 
2154	 trailer verunnathinu munpu dislike cheythavarkkum ikka hatersintem nenju thulakkunna unda  ayirikkum eee film ennu urapp ollavar adi like	unknown_state 
1106	 ethinu okkae dislikes adicha Prajanda kunju ghalae nighalkku uluppundo.	Negative 
619	 Love from tamilnadu Mohanlal evergreen star	not-malayalam 
511	 Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole	Positive
1931	 Hey Lucifer Bai inn etra pere konnu? Like kgf	unknown_state 
267	 mammookkayude scenes pause cheytu kandavar arokke undu	unknown_state 
5952	Dayvu cheyth priyapettavare Kanni Akkaruth  over hype venda	Mixed_feelings
2778	 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... KERI... LIKE ADIKKADA MAKKALE.......	Positive
2812	 100 crores? Madhura Raja or Lucifer comment please	not-malayalam 
3799	 Petrol vila karanam raja cycilil. polichu!!!!!	Positive
3337	 Trailer waiting katta waiting like adi......... Mammookka fans hit like	unknown_state 
921	 Katta waiting  By a katta ettan fan	not-malayalam 
209	 Odiyan 2D Animated trailer	not-malayalam 
3613	 Mass pora..lag anu alo... trailer um padavum...be careful	Negative 
2997	 Nammade laletttante LUCIFER anu athukum mele  LALETTAN FANS LIKE HERE	Positive
4691	 Entamooo  veendum veendum kanan thonanuuuu	Positive
3894	 Prithwi raj  00:57    01:01   2:19	unknown_state 
5466	HISTORY OF PAIN    HISTORY OF HOPE    HISTORY OF AN ERA    HISTORY OF THE BRAVE	not-malayalam
1929	 Ente Peru Chodikkaathe eduthathil paribhavamilla ketto..  Cinema super aanenn trailer kandappol thanne manassilaayii	Positive
3884	 Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......	Positive
5523	Lalettan kidu Raju Etta super trailer	Positive
794	 100cr club keriyathinu sesham trailer kandavar undo	Positive
2533	 Laleetanu ikka fansite  Best of luck	Positive
6110	What a making man.. awesome	not-malayalam
1315	 Unlike adicha mammunni fansinu irikkatte oru kuthirapavan	Negative 
4007	 Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state 
4855	 Kandathil vech mungiya pdam  Rating 1.1/5	Negative 
1100	 Njan idehathinte padam kaannilla	Negative 
6564	Odiyante Odi vidya thudangi makkale...Murugaaa ne sherikum theernu	Positive
3548	 Dislike adikkan vanna aattan paansinu naduviral നമസ്കാരം	Negative 
4900	 Raja Alla devil .......devil king  LUCIFER	unknown_state 
1745	 Ikkante mathram pilear undangilkayy adikada...	unknown_state 
5220	 Eth Laloonikkada Kazhapp thu............trailer mumpe Dislike	Negative 
3382	 Eth kandapoll SLR gun manasilayavar PUBG kalyikkunavar ayirikkum	unknown_state 
2862	 Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar	Positive
6726	Durantham poojapura jimittolikal dislike aayi irangeetund..haha	Negative
3321	 Mammokkaye snehikunnavar Ivide like addi	unknown_state 
2054	 Screen presence il mass kanikaan mammukka kazhinjitte mattaarum	Positive
5310	 Only 192k views... (11 pm) പക്ഷെ 190k like... 19k  dislike... ഇത് എങ്ങനെ...... 150k like paid അല്ലെ	unknown_state 
1313	 Trending No . 1. Varanam jayettan daaaaaaaaaaa	Positive
431	 Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .	Positive
1877	 Ithu vere level aane makkale.	Positive
5041	 Arkelam pulimurugan trailer touch polee thoniii?thoniyavr like adiku	unknown_state 
3790	 Ee cinemayke katta wait cheyyunnavarke like adikkam	unknown_state 
6678	Lalettan poli etra Kali kandath odakathe EE kalikudi veno	unknown_state
